# Gene Family	demo_Abundance-CPM
GLUTAMINESYN-RXN: (expasy) Glutamine synthetase [6.3.1.2]|unclassified	518.8208
GLUTDECARBOX-RXN: (expasy) Glutamate decarboxylase [4.1.1.15]	857.611
GLUTDECARBOX-RXN: (expasy) Glutamate decarboxylase [4.1.1.15]|unclassified	857.611
GLUTDEHYD-RXN: (expasy) Glutamate dehydrogenase (NADP(+)) [1.4.1.4]	502.28679999999997
GLUTDEHYD-RXN: (expasy) Glutamate dehydrogenase (NADP(+)) [1.4.1.4]|unclassified	502.28679999999997
GLUTKIN-RXN: (expasy) Glutamate 5-kinase [2.7.2.11]	165.501
GLUTKIN-RXN: (expasy) Glutamate 5-kinase [2.7.2.11]|unclassified	165.501
GLUTRACE-RXN: (expasy) Glutamate racemase [5.1.1.3]	570.722
GLUTRACE-RXN: (expasy) Glutamate racemase [5.1.1.3]|unclassified	570.722
GLUTSEMIALDEHYDROG-RXN: (expasy) Glutamate-5-semialdehyde dehydrogenase [1.2.1.41]	464.6207
GLUTSEMIALDEHYDROG-RXN: (expasy) Glutamate-5-semialdehyde dehydrogenase [1.2.1.41]|unclassified	464.6207
GLYC3PDEHYDROGBIOSYN-RXN: (expasy) Glycerol-3-phosphate dehydrogenase (NAD(P)(+)) [1.1.1.94]	725.3802000000001
GLYC3PDEHYDROGBIOSYN-RXN: (expasy) Glycerol-3-phosphate dehydrogenase (NAD(P)(+)) [1.1.1.94]|unclassified	725.3802000000001
GLYCDEH-RXN: (expasy) Glycerol dehydrogenase [1.1.1.6]	63.954
GLYCDEH-RXN: (expasy) Glycerol dehydrogenase [1.1.1.6]|unclassified	63.954
GLYCINE--TRNA-LIGASE-RXN: (expasy) Glycine--tRNA ligase [6.1.1.14]	663.4538
GLYCINE--TRNA-LIGASE-RXN: (expasy) Glycine--tRNA ligase [6.1.1.14]|unclassified	663.4538
GLYCOGEN-BRANCH-RXN: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	395.5294
GLYCOGEN-BRANCH-RXN: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	395.5294
GLYCOGENSYN-RXN: (expasy) Starch synthase [2.4.1.21]	298.7793
GLYCOGENSYN-RXN: (expasy) Starch synthase [2.4.1.21]|unclassified	298.7793
GLYCOLALDREDUCT-RXN: (expasy) Lactaldehyde reductase [1.1.1.77]	106.724
GLYCOLALDREDUCT-RXN: (expasy) Lactaldehyde reductase [1.1.1.77]|unclassified	106.724
GLYCOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
GLYCOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
GLYCPDIESTER-RXN: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46]	205.307
GLYCPDIESTER-RXN: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46]|unclassified	205.307
GLYMALTOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
GLYMALTOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
GLYOHMETRANS-RXN: (expasy) Glycine hydroxymethyltransferase [2.1.2.1]	552.0377
GLYOHMETRANS-RXN: (expasy) Glycine hydroxymethyltransferase [2.1.2.1]|unclassified	552.0377
GLYOXI-RXN: (expasy) Lactoylglutathione lyase [4.4.1.5]	261.315
GLYOXI-RXN: (expasy) Lactoylglutathione lyase [4.4.1.5]|unclassified	261.315
GLYRIBONUCSYN-RXN: (expasy) Phosphoribosylamine--glycine ligase [6.3.4.13]	459.47170000000006
GLYRIBONUCSYN-RXN: (expasy) Phosphoribosylamine--glycine ligase [6.3.4.13]|unclassified	459.47170000000006
GMP-SYN-GLUT-RXN: (expasy) GMP synthase (glutamine-hydrolyzing) [6.3.5.2]	755.4317
GMP-SYN-GLUT-RXN: (expasy) GMP synthase (glutamine-hydrolyzing) [6.3.5.2]|unclassified	755.4317
GPH-RXN: (expasy) Phosphoglycolate phosphatase [3.1.3.18]	304.996
GPH-RXN: (expasy) Phosphoglycolate phosphatase [3.1.3.18]|unclassified	304.996
GSAAMINOTRANS-RXN: (expasy) Glutamate-1-semialdehyde 2,1-aminomutase [5.4.3.8]	67.785
GSAAMINOTRANS-RXN: (expasy) Glutamate-1-semialdehyde 2,1-aminomutase [5.4.3.8]|unclassified	67.785
GTP-CYCLOHYDRO-I-RXN: (expasy) GTP cyclohydrolase I [3.5.4.16]	627.1379999999999
GTP-CYCLOHYDRO-I-RXN: (expasy) GTP cyclohydrolase I [3.5.4.16]|unclassified	627.1379999999999
GTP-CYCLOHYDRO-II-RXN: (expasy) GTP cyclohydrolase II [3.5.4.25]	408.78
GTP-CYCLOHYDRO-II-RXN: (expasy) GTP cyclohydrolase II [3.5.4.25]|unclassified	408.78
GTPPYPHOSKIN-RXN: (expasy) GTP diphosphokinase [2.7.6.5]	174.352
GTPPYPHOSKIN-RXN: (expasy) GTP diphosphokinase [2.7.6.5]|unclassified	174.352
GUANINE-DEAMINASE-RXN: (expasy) Guanine deaminase [3.5.4.3]	207.104
GUANINE-DEAMINASE-RXN: (expasy) Guanine deaminase [3.5.4.3]|unclassified	207.104
GUANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8]	620.495
GUANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8]|unclassified	620.495
GUANYL-KIN-RXN: (expasy) Guanylate kinase [2.7.4.8]	439.8662
GUANYL-KIN-RXN: (expasy) Guanylate kinase [2.7.4.8]|unclassified	439.8662
H2NEOPTERINALDOL-RXN: (expasy) Dihydroneopterin aldolase [4.1.2.25]	469.39799999999997
H2NEOPTERINALDOL-RXN: (expasy) Dihydroneopterin aldolase [4.1.2.25]|unclassified	469.39799999999997
H2PTERIDINEPYROPHOSPHOKIN-RXN: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3]	349.142
H2PTERIDINEPYROPHOSPHOKIN-RXN: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3]|unclassified	349.142
H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15]	310.0035
H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15]|unclassified	310.0035
HISTAMINOTRANS-RXN: (expasy) Histidinol-phosphate transaminase [2.6.1.9]	397.32000000000005
HISTAMINOTRANS-RXN: (expasy) Histidinol-phosphate transaminase [2.6.1.9]|unclassified	397.32000000000005
HISTCYCLOHYD-RXN: (expasy) Phosphoribosyl-AMP cyclohydrolase [3.5.4.19]	336.5206
HISTCYCLOHYD-RXN: (expasy) Phosphoribosyl-AMP cyclohydrolase [3.5.4.19]|unclassified	336.5206
HISTIDINE--TRNA-LIGASE-RXN: (expasy) Histidine--tRNA ligase [6.1.1.21]	564.158
HISTIDINE--TRNA-LIGASE-RXN: (expasy) Histidine--tRNA ligase [6.1.1.21]|unclassified	564.158
HISTIDINE-AMMONIA-LYASE-RXN: (expasy) Histidine ammonia-lyase [4.3.1.3]	252.346
HISTIDINE-AMMONIA-LYASE-RXN: (expasy) Histidine ammonia-lyase [4.3.1.3]|unclassified	252.346
HISTIDPHOS-RXN: (expasy) Histidinol-phosphatase [3.1.3.15]	635.284
HISTIDPHOS-RXN: (expasy) Histidinol-phosphatase [3.1.3.15]|unclassified	635.284
HISTPRATPHYD-RXN: (expasy) Phosphoribosyl-ATP diphosphatase [3.6.1.31]	336.5206
HISTPRATPHYD-RXN: (expasy) Phosphoribosyl-ATP diphosphatase [3.6.1.31]|unclassified	336.5206
HOMOCYSMETB12-RXN: (expasy) Methionine synthase [2.1.1.13]	440.78400000000005
HOMOCYSMETB12-RXN: (expasy) Methionine synthase [2.1.1.13]|unclassified	440.78400000000005
HOMOSERDEHYDROG-RXN: (expasy) Homoserine dehydrogenase [1.1.1.3]	386.04999999999995
HOMOSERDEHYDROG-RXN: (expasy) Homoserine dehydrogenase [1.1.1.3]|unclassified	386.04999999999995
HOMOSERINE-O-ACETYLTRANSFERASE-RXN: (expasy) Homoserine O-acetyltransferase [2.3.1.31]	456.01099999999997
HOMOSERINE-O-ACETYLTRANSFERASE-RXN: (expasy) Homoserine O-acetyltransferase [2.3.1.31]|unclassified	456.01099999999997
HYDROG-RXN: (expasy) Ferredoxin hydrogenase [1.12.7.2]	50.4683
HYDROG-RXN: (expasy) Ferredoxin hydrogenase [1.12.7.2]|unclassified	50.4683
HYDROXYLAMINE-REDUCTASE-RXN: (expasy) Hydroxylamine reductase [1.7.99.1]	579.5792000000001
HYDROXYLAMINE-REDUCTASE-RXN: (expasy) Hydroxylamine reductase [1.7.99.1]|unclassified	579.5792000000001
HYPOXANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8]	620.495
HYPOXANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8]|unclassified	620.495
IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48]	261.681
IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48]|unclassified	261.681
IMIDAZOLONEPROPIONASE-RXN: (expasy) Imidazolonepropionase [3.5.2.7]	363.605
IMIDAZOLONEPROPIONASE-RXN: (expasy) Imidazolonepropionase [3.5.2.7]|unclassified	363.605
IMIDPHOSDEHYD-RXN: (expasy) Imidazoleglycerol-phosphate dehydratase [4.2.1.19]	269.5097
IMIDPHOSDEHYD-RXN: (expasy) Imidazoleglycerol-phosphate dehydratase [4.2.1.19]|unclassified	269.5097
IMP-DEHYDROG-RXN: (expasy) IMP dehydrogenase [1.1.1.205]	593.215
IMP-DEHYDROG-RXN: (expasy) IMP dehydrogenase [1.1.1.205]|unclassified	593.215
IMPCYCLOHYDROLASE-RXN: (expasy) IMP cyclohydrolase [3.5.4.10]	676.0185
IMPCYCLOHYDROLASE-RXN: (expasy) IMP cyclohydrolase [3.5.4.10]|unclassified	676.0185
INOPHOSPHOR-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]	912.9888
INOPHOSPHOR-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]|unclassified	912.9888
INORGPYROPHOSPHAT-RXN: (expasy) Inorganic diphosphatase [3.6.1.1]	730.0508
INORGPYROPHOSPHAT-RXN: (expasy) Inorganic diphosphatase [3.6.1.1]|unclassified	730.0508
IPPISOM-RXN: (expasy) Isopentenyl-diphosphate Delta-isomerase [5.3.3.2]	160.214
IPPISOM-RXN: (expasy) Isopentenyl-diphosphate Delta-isomerase [5.3.3.2]|unclassified	160.214
ISOCHORSYN-RXN: (expasy) Isochorismate synthase [5.4.4.2]	153.526
ISOCHORSYN-RXN: (expasy) Isochorismate synthase [5.4.4.2]|unclassified	153.526
ISOCITDEH-RXN: (expasy) Isocitrate dehydrogenase (NADP(+)) [1.1.1.42]	64.154
ISOCITDEH-RXN: (expasy) Isocitrate dehydrogenase (NADP(+)) [1.1.1.42]|unclassified	64.154
ISOLEUCINE--TRNA-LIGASE-RXN: (expasy) Isoleucine--tRNA ligase [6.1.1.5]	402.4541
ISOLEUCINE--TRNA-LIGASE-RXN: (expasy) Isoleucine--tRNA ligase [6.1.1.5]|unclassified	402.4541
ISPH2-RXN: (expasy) 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [1.17.7.4]	156.897
ISPH2-RXN: (expasy) 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [1.17.7.4]|unclassified	156.897
KDO-8PPHOSPHAT-RXN: (expasy) 3-deoxy-manno-octulosonate-8-phosphatase [3.1.3.45]	246.645
KDO-8PPHOSPHAT-RXN: (expasy) 3-deoxy-manno-octulosonate-8-phosphatase [3.1.3.45]|unclassified	246.645
KDO-8PSYNTH-RXN: (expasy) 3-deoxy-8-phosphooctulonate synthase [2.5.1.55]	451.44
KDO-8PSYNTH-RXN: (expasy) 3-deoxy-8-phosphooctulonate synthase [2.5.1.55]|unclassified	451.44
KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4]	463.877
KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4]|unclassified	463.877
KETOLACTOSE-RXN: (expasy) Beta-galactosidase [3.2.1.23]	3618.6432
KETOLACTOSE-RXN: (expasy) Beta-galactosidase [3.2.1.23]|unclassified	3618.6432
L-ASPARTATE-OXID-RXN: (expasy) L-aspartate oxidase [1.4.3.16]	484.63969999999995
L-ASPARTATE-OXID-RXN: (expasy) L-aspartate oxidase [1.4.3.16]|unclassified	484.63969999999995
L-GLN-FRUCT-6-P-AMINOTRANS-RXN: (expasy) Glutamine--fructose-6-phosphate transaminase (isomerizing) [2.6.1.16]	476.4644
L-GLN-FRUCT-6-P-AMINOTRANS-RXN: (expasy) Glutamine--fructose-6-phosphate transaminase (isomerizing) [2.6.1.16]|unclassified	476.4644
L-IDITOL-2-DEHYDROGENASE-RXN: (expasy) L-iditol 2-dehydrogenase [1.1.1.14]	197.264
L-IDITOL-2-DEHYDROGENASE-RXN: (expasy) L-iditol 2-dehydrogenase [1.1.1.14]|unclassified	197.264
LACTALDREDUCT-RXN: (expasy) Lactaldehyde reductase [1.1.1.77]	106.724
LACTALDREDUCT-RXN: (expasy) Lactaldehyde reductase [1.1.1.77]|unclassified	106.724
LEUCINE--TRNA-LIGASE-RXN: (expasy) Leucine--tRNA ligase [6.1.1.4]	879.8098
LEUCINE--TRNA-LIGASE-RXN: (expasy) Leucine--tRNA ligase [6.1.1.4]|unclassified	879.8098
LINOLENOYL-RXN: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
LINOLENOYL-RXN: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
LIPIDADISACCHARIDESYNTH-RXN: (expasy) Lipid-A-disaccharide synthase [2.4.1.182]	603.0690000000001
LIPIDADISACCHARIDESYNTH-RXN: (expasy) Lipid-A-disaccharide synthase [2.4.1.182]|unclassified	603.0690000000001
LUMAZINESYN-RXN: (expasy) 6,7-dimethyl-8-ribityllumazine synthase [2.5.1.78]	560.429
LUMAZINESYN-RXN: (expasy) 6,7-dimethyl-8-ribityllumazine synthase [2.5.1.78]|unclassified	560.429
LYSINE--TRNA-LIGASE-RXN: (expasy) Lysine--tRNA ligase [6.1.1.6]	509.294
LYSINE--TRNA-LIGASE-RXN: (expasy) Lysine--tRNA ligase [6.1.1.6]|unclassified	509.294
LYSINE-23-AMINOMUTASE-RXN: (expasy) Lysine 2,3-aminomutase [5.4.3.2]	196.971
LYSINE-23-AMINOMUTASE-RXN: (expasy) Lysine 2,3-aminomutase [5.4.3.2]|unclassified	196.971
MALATE-DEH-RXN: (expasy) Malate dehydrogenase [1.1.1.37]	1001.7130000000001
MALATE-DEH-RXN: (expasy) Malate dehydrogenase [1.1.1.37]|unclassified	1001.7130000000001
MALIC-NADP-RXN: (expasy) Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) [1.1.1.40]	190.4909
MALIC-NADP-RXN: (expasy) Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) [1.1.1.40]|unclassified	190.4909
MALONYL-COA-ACP-TRANSACYL-RXN: (expasy) [Acyl-carrier-protein] S-malonyltransferase [2.3.1.39]	533.1579999999999
MALONYL-COA-ACP-TRANSACYL-RXN: (expasy) [Acyl-carrier-protein] S-malonyltransferase [2.3.1.39]|unclassified	533.1579999999999
MALTACETYLTRAN-RXN: (expasy) Maltose O-acetyltransferase [2.3.1.79]	257.557
MALTACETYLTRAN-RXN: (expasy) Maltose O-acetyltransferase [2.3.1.79]|unclassified	257.557
MALTODEXGLUCOSID-RXN: (expasy) Alpha-glucosidase [3.2.1.20]	140.546
MALTODEXGLUCOSID-RXN: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	140.546
MANNITOL-2-DEHYDROGENASE-RXN: (expasy) Mannitol 2-dehydrogenase [1.1.1.67]	152.217
MANNITOL-2-DEHYDROGENASE-RXN: (expasy) Mannitol 2-dehydrogenase [1.1.1.67]|unclassified	152.217
MANNKIN-RXN: (expasy) Mannokinase [2.7.1.7]	231.165
MANNKIN-RXN: (expasy) Mannokinase [2.7.1.7]|unclassified	231.165
MANNONDEHYDRAT-RXN: (expasy) Mannonate dehydratase [4.2.1.8]	357.6666
MANNONDEHYDRAT-RXN: (expasy) Mannonate dehydratase [4.2.1.8]|unclassified	357.6666
MANNONOXIDOREDUCT-RXN: (expasy) Fructuronate reductase [1.1.1.57]	152.217
MANNONOXIDOREDUCT-RXN: (expasy) Fructuronate reductase [1.1.1.57]|unclassified	152.217
MANNPDEHYDROG-RXN: (expasy) Mannitol-1-phosphate 5-dehydrogenase [1.1.1.17]	80.3609
MANNPDEHYDROG-RXN: (expasy) Mannitol-1-phosphate 5-dehydrogenase [1.1.1.17]|unclassified	80.3609
MANNPGUANYLTRANGDP-RXN: (expasy) Mannose-1-phosphate guanylyltransferase (GDP) [2.7.7.22]	111.186
MANNPGUANYLTRANGDP-RXN: (expasy) Mannose-1-phosphate guanylyltransferase (GDP) [2.7.7.22]|unclassified	111.186
MANNPISOM-RXN: (expasy) Mannose-6-phosphate isomerase [5.3.1.8]	274.8215
MANNPISOM-RXN: (expasy) Mannose-6-phosphate isomerase [5.3.1.8]|unclassified	274.8215
MANNURONATE-REDUCTASE-RXN: (expasy) Mannuronate reductase [1.1.1.131]	251.565
MANNURONATE-REDUCTASE-RXN: (expasy) Mannuronate reductase [1.1.1.131]|unclassified	251.565
MERCURY-II-REDUCTASE-RXN: (expasy) Mercury(II) reductase [1.16.1.1]	202.722
MERCURY-II-REDUCTASE-RXN: (expasy) Mercury(II) reductase [1.16.1.1]|unclassified	202.722
METHENYLTHFCYCLOHYDRO-RXN: (expasy) Methenyltetrahydrofolate cyclohydrolase [3.5.4.9]	557.058
METHENYLTHFCYCLOHYDRO-RXN: (expasy) Methenyltetrahydrofolate cyclohydrolase [3.5.4.9]|unclassified	557.058
METHGLYSYN-RXN: (expasy) Methylglyoxal synthase [4.2.3.3]	603.8121
METHGLYSYN-RXN: (expasy) Methylglyoxal synthase [4.2.3.3]|unclassified	603.8121
METHIONINE--TRNA-LIGASE-RXN: (expasy) Methionine--tRNA ligase [6.1.1.10]	677.2742000000001
METHIONINE--TRNA-LIGASE-RXN: (expasy) Methionine--tRNA ligase [6.1.1.10]|unclassified	677.2742000000001
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9]	781.526
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9]|unclassified	781.526
METHYLACYLYLCOA-HYDROXY-RXN: (metacyc) Methylacrylyl-CoA hydratase [4.2.1.17]	437.52700000000004
METHYLACYLYLCOA-HYDROXY-RXN: (metacyc) Methylacrylyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
METHYLENETHFDEHYDROG-NADP-RXN: (expasy) Methylenetetrahydrofolate dehydrogenase (NADP(+)) [1.5.1.5]	557.058
METHYLENETHFDEHYDROG-NADP-RXN: (expasy) Methylenetetrahydrofolate dehydrogenase (NADP(+)) [1.5.1.5]|unclassified	557.058
METHYLMALONYL-COA-EPIM-RXN: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1]	440.163
METHYLMALONYL-COA-EPIM-RXN: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1]|unclassified	440.163
METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2]	1229.5723
METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2]|unclassified	1229.5723
METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4]	463.877
METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4]|unclassified	463.877
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4]	348.789
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4]|unclassified	348.789
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25]	525.0483
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25]|unclassified	525.0483
MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18]	715.0646
MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18]|unclassified	715.0646
N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59]	231.165
N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59]|unclassified	231.165
N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]	395.81469999999996
N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|unclassified	395.81469999999996
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]	92.6326
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]|unclassified	92.6326
NACGLCTRANS-RXN: (metacyc) UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase [2.4.1.227]	501.9012
NACGLCTRANS-RXN: (metacyc) UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase [2.4.1.227]|unclassified	501.9012
NAD-KIN-RXN: (expasy) NAD(+) kinase [2.7.1.23]	582.9149
NAD-KIN-RXN: (expasy) NAD(+) kinase [2.7.1.23]|unclassified	582.9149
NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1]	651.8817
NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1]|unclassified	651.8817
NADH-PEROXIDASE-RXN: (expasy) NADH peroxidase [1.11.1.1]	651.716
NADH-PEROXIDASE-RXN: (expasy) NADH peroxidase [1.11.1.1]|unclassified	651.716
NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1]	234.323
NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1]|unclassified	234.323
NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22]	193.921
NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22]|unclassified	193.921
NAG6PDEACET-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25]	400.51709999999997
NAG6PDEACET-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25]|unclassified	400.51709999999997
NAPHTHOATE-SYN-RXN: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA synthase [4.1.3.36]	522.336
NAPHTHOATE-SYN-RXN: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA synthase [4.1.3.36]|unclassified	522.336
NICONUCADENYLYLTRAN-RXN: (expasy) Nicotinate-nucleotide adenylyltransferase [2.7.7.18]	602.135
NICONUCADENYLYLTRAN-RXN: (expasy) Nicotinate-nucleotide adenylyltransferase [2.7.7.18]|unclassified	602.135
NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21]	575.3876
NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21]|unclassified	575.3876
NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1]	148.4469
NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1]|unclassified	148.4469
NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]	315.291
NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|unclassified	315.291
NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]	228.045
NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]|unclassified	228.045
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49]	463.32500000000005
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49]|unclassified	463.32500000000005
O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26]	285.937
O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26]|unclassified	285.937
OHMETPYRKIN-RXN: (expasy) Hydroxymethylpyrimidine kinase [2.7.1.49]	178.462
OHMETPYRKIN-RXN: (expasy) Hydroxymethylpyrimidine kinase [2.7.1.49]|unclassified	178.462
OROPRIBTRANS-RXN: (expasy) Orotate phosphoribosyltransferase [2.4.2.10]	677.5464
OROPRIBTRANS-RXN: (expasy) Orotate phosphoribosyltransferase [2.4.2.10]|unclassified	677.5464
OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14]	258.1995
OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14]|unclassified	258.1995
OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23]	637.7357000000001
OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23]|unclassified	637.7357000000001
P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36]	444.1905
P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36]|unclassified	444.1905
P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5]	444.1905
P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5]|unclassified	444.1905
PABASYN-RXN: (expasy) Aminodeoxychorismate synthase [2.6.1.85]	170.64
PABASYN-RXN: (expasy) Aminodeoxychorismate synthase [2.6.1.85]|unclassified	170.64
PANTEPADENYLYLTRAN-RXN: (expasy) Pantetheine-phosphate adenylyltransferase [2.7.7.3]	793.9532
PANTEPADENYLYLTRAN-RXN: (expasy) Pantetheine-phosphate adenylyltransferase [2.7.7.3]|unclassified	793.9532
PANTOATE-BETA-ALANINE-LIG-RXN: (expasy) Pantoate--beta-alanine ligase (AMP-forming) [6.3.2.1]	434.693
